design pattern,,设计模式：一种形式化的方式，用于记录在特定专业领域中解决设计问题的通用可重用解决方案。,
designate,ˈdezɪɡneɪt,v. 把……定名为，把……描述为；任命，指定；标明，标示,CET6
desire,dɪˈzaɪər,n. 愿望，欲望，渴望；情欲，性欲,高中
destroy,dɪˈstrɔɪ,v. 破坏，毁灭；杀死，人道毁灭（受伤、生病或危险的动物）；彻底打败，击溃；毁掉……的生活，使垮掉,初中
destruction,dɪˈstrʌkʃn,n. 破坏，摧毁,高中
destructor,dɪˈstrʌktər,n. 垃圾焚毁炉；爆炸装置,
determine,dɪˈtɜːrmɪn,v. 决定，控制；查明，确定；下定决心；判决，裁定；求出，解出；限定；<古>终止,高中
deterministic,dɪˌtɜːrmɪˈnɪstɪk,adj. 确定性的；命运注定论的,GRE
detrimental,ˌdetrɪˈment(ə)l,adj. 有害的，不利的,CET6
deviate,ˈdiːvieɪt,v. 偏离，脱离；违背,CET6
device,dɪˈvaɪs,n. 装置，设备；手段，方法；花招，诡计；炸弹，爆炸装置；图画，设计；<古>（某物的）样式，外表,高中
devise,dɪˈvaɪz,v. 设计，发明；<法律>（通过遗嘱）遗赠（不动产）；<古>图谋,CET4
DHTML,,abbr. 动态超文本标记语言（Dynamic Hyper Text Markup Language）,
dialog,ˈdaɪəlɔːɡ,n. 对话；会话,初中
Dictionaries,ˈdɪkʃənˌeri,n. 字典；辞典（dictionary 的复数）,
differentiate,ˌdɪfəˈrenʃieɪt,v. 使不同；求……的微分；区别,CET6
digest,daɪˈdʒest,v. 理解，领悟；消化,高中
digital,ˈdɪdʒɪt(ə)l,adj. 数字的，数码的；数字显示的；指头的，手指的,高中
DIME,daɪm,n. （美国、加拿大的）十分硬币；<非正式>小钱，少量的钱；<非正式>（就尺寸、面积或程度而言的）小东西,CET4
dimensional,daɪˈmenʃən(ə)l,adj. 维度的,CET4
directive,dəˈrektɪvˌdaɪˈrektɪv,n. 指示；指令,GRE
directory,dəˈrektəri,n. 名址录，电话号码簿；（计算机的）目录，文件夹；<史>（尤指长老会和罗马天主教会的）礼拜规则书,高中
dirty pages,,脏页,
dirty read,,脏读,
disable,dɪsˈeɪb(ə)l,v. 使丧失能力，使伤残；使无效，使不能运转；使无资格,CET4
disassemble,ˌdɪsəˈsembl,v.  反汇编,
disassembler,ˌdɪsəˈsemblər,n. [计] 反汇编程序,
discard,dɪˈskɑːrd,v. 扔掉,CET4
discipline,ˈdɪsəplɪn,n. 纪律，风纪；惩罚，处分；训导，管教；训练，锻炼；自制力，自律能力；（尤指大学的）科目，学科,高中
disclaimer,dɪsˈkleɪmər,n. 不承诺，免责声明；放弃，拒绝,GRE
disclose,dɪsˈkloʊz,v. 透露，公开；揭开，使显露,CET6
disclosure,dɪsˈkloʊʒər,n. 披露，泄密；透露的秘闻，公开的事情,CET6
discourteous,dɪsˈkɜːrtiəs,adj. 失礼的，无礼貌的；粗鲁的,IELTS
discrete,dɪˈskriːt,adj. 分离的，各别的,TOEFL
discretely,dɪˈskriːtli,adv. 离散地，分离地,
discriminative,dɪsˈkrɪməˌneɪtɪv,adj. 区别的，歧视的；有识别力的,
disguise,dɪsˈɡaɪz,v. 假扮，伪装；掩饰，隐瞒,CET4
disk,dɪsk,n. （计算机的）磁盘，磁碟；（计算机的）磁盘，磁碟（=disc）,高中
dispatch,dɪˈspætʃ,v. 派遣；发送；迅速处理，迅速办妥；杀死，处决,CET6
disseminate,dɪˈsemɪneɪt,v. <正式>散布，传播（信息、知识等）,IELTS
dissuade,dɪˈsweɪd,vt. 劝阻，劝止,TOEFL
distilled,dɪˈstɪld,adj. 由蒸馏得来的；净化的,CET6
distinct,dɪˈstɪŋkt,adj. 不同的，有区别的；清楚的，明显的；确切的,高中
distinction,dɪˈstɪŋkʃn,n. 差别，区分；杰出，卓越；特点；荣誉,高中
distinguish,dɪˈstɪŋɡwɪʃ,v. 使有别于；看清，认出；区别，分清,高中
distributed query,,分布式查询，分散式查询,
diverse,daɪˈvɜːrs,adj. 不同的，各式各样的,高中
diversified,dɪˈvɜːrsɪfaɪd,adj. 多样化的；各种的,CET4
divisor,dɪˈvaɪzər,n. 除数；因子,SAT
document,ˈdɑːkjumənt,n. 文件，公文，文献；证件，单据；（计算机）文件，文档,高中
dollar sign,,美元符号：放在数字前面表示代表美元的符号。,
DOM,dɑːm,abbr. 溶解有机物（Dissolved Organic Matter）；数字欧姆（Digital Ohmmeter）,
dot operator,,点操作符,
downside,ˈdaʊnsaɪd,n. 缺点，不利方面,TOEFL
downwards arrow,,向下箭头,
"downwards arrow
",,向下箭头,
driver,ˈdraɪvər,n. 司机，驾驶员；驱动程序；推动力；驱赶某种动物的人；传动装置，主动轮；（电子）激励器；高尔夫球棒,初中
DTD,,abbr. 文件类型定义（document type definition）,
dual,ˈduːəl,adj. 双的，双重的；双数的；（飞机）双重控制的，复式操纵的；（定理、表达式等）对偶的,CET4
dump,dʌmp,v. 丢弃，扔掉；乱堆，乱放；丢下，抛弃；分手，甩掉；倾销，抛售；转储，转存（计算机数据）；（尤指系统发生故障后内存的）打印输出，卸出,CET4
dump file,dʌmp faɪl,转储文件：指计算机系统或程序在发生错误或异常时将内存中的数据保存到磁盘上的文件。,
duplicate,ˈduːplɪkeɪt,v. 复制，复印；（无必要地）重复（某事）；使成倍增加,CET6
durability,ˌdʊrəˈbɪləti,n. 持久性，耐用性,CET4
dynamic assembly,,动态组装；动态装配,
dynamic binding,daɪˈnæmɪk ˈbaɪndɪŋ,动态绑定：在计算机编程中，一种在运行时确定对象类型并调用相应方法的技术，而不是在编译时确定。,
dynamic cursor,,动态游标,
dynamic filter,,动态滤波器，动态筛选：指根据动态变化的条件或规则对数据进行筛选或过滤的过程。,
dynamic locking,,动态锁定,
dynamic recovery,,动态回复,
dynamic snapshot,,动态快照,
eavesdrop,ˈiːvzdrɑːp,v. 偷听，窃听,GRE
e-business,ˈiː bɪznɪs; ˈiː bɪznəs,n. 电子商务,
effectiveness,ɪˈfektɪvnəs,n. 有效性，效力,商务英语
efficiency,ɪˈfɪʃ(ə)nsi,n. 效率，效能；（机器的）功率,高中
efficient,ɪˈfɪʃ(ə)nt,adj. 生效的，效率高的；（人）有能力的，能胜任的,高中
elaborate,ɪˈlæbərət,adj. 复杂的，详尽的；精心制作的,高中
elapse,ɪˈlæps,v. 消逝,CET6
elastic,ɪˈlæstɪk,adj. 有弹性的；灵活的,CET6
elasticity,ˌiːlæˈstɪsəti,n. 弹性，弹力；灵活性,CET6
elect,ɪˈlekt,v. 选举；选择（做）；（上帝）挑选（某人）（而使其灵魂永远得救）,高中
elegant,ˈelɪɡənt,adj. （人）高雅的，举止优雅的；精美的，雅致的；简练的，巧妙的,高中
element,ˈelɪmənt,n. 基本部分，要素；元素；有点，少量；一群人；恶劣天气（the elements）；基本原理；适宜的环境；电热元件，电热丝；（基督教圣餐中的）面包和酒,高中
eliminate,ɪˈlɪmɪneɪt,v. 剔除，根除；对……不予考虑，把……排除在外；（比赛中）淘汰；铲除，杀害；（生理）排除，排泄；消去,高中
ellipsis,ɪˈlɪpsɪs,n. （词在句子中的）省略；省略号,
elliptic,ɪˈlɪptɪk,adj. 椭圆形的；省略的,
embark,ɪmˈbɑːrk,v. 上船，上飞机；着手，开始（新的或艰难的事情）,CET6
embedded,ɪmˈbedɪd,adj. 嵌入（或插入、埋入）……之中的；（感情、态度等）深切的；被士兵保护的,CET6
embrace,ɪmˈbreɪs,v. 拥抱；欣然接受，乐意采纳；包括，涉及；围绕，环绕,高中
emerge,ɪˈmɜːrdʒ,v. 浮现，出现；显露，知悉；恢复过来，幸存下来；形成，兴起,高中
empirical,ɪmˈpɪrɪk(ə)l,adj. 经验主义的，以经验为依据的,CET6
encapsulate,ɪnˈkæpsjuleɪt,vt. 简要描述，概括；用胶囊（或囊状物）装，封装；封装（信息，信号）；为（软件，硬件）提供接口（或界面）,IELTS
encapsulation,ɪnˌkæpsjuˈleɪʃ(ə)n,n. 封装；包装,GRE
enclose,ɪnˈkloʊz,v. 包围，围住；随信附上，随信装入,CET6
enclosing class,,封闭类；内附类,
encryption,ɪnˈkrɪpʃn,n. 加密；加密术,商务英语
end up,end ʌp,最终到达/陷入：到达或陷入一个没有计划或预期的地方、状态或情况。,IELTS
end user,,最终用户：购买和使用最终产品的人。,
endpoint,ˈendˌpɔɪnt,n. 端点；末端，终结点,
enforce,ɪnˈfɔːrs,v. 实施，执行（法律、规章）；强迫，迫使；<旧>竭力使人接受（要求，论点）,CET4
engage,ɪnˈɡeɪdʒ,v. 雇用，聘请；参加，从事；吸引，引起；与……交战，开战；（使）（机器）啮合，接合；<旧>预定（膳食，地方等）；适应，与……有密切关系；允诺，签约保证；（运动员或击剑手）使（兵器）交结在一起；占用,高中
engine,ˈendʒɪn,n. 发动机，引擎；机车，火车头；专用装备，器械；工具，手段；驱动力，推动力,高中
enhancement,ɪnˈhænsmənt,n. 增加，增强，改善,CET4
ensemble,ɑːnˈsɑːmb(ə)l,n. （经常在一起演出的小型）乐团，剧团，舞剧团；全体，整体；全套服装；合奏（曲），合唱（曲）；成套的东西；演出者之间的配合；（主物理）系综,GRE
enthusiast,ɪnˈθuːziæst,n. 热衷者，爱好者；热烈支持者，热情赞成者；<古>基督教狂热分子,CET4
entirety,ɪnˈtaɪərəti,n. 全部，整体,CET4
entity,ˈentəti,n. 实体，独立存在体,CET6
enum,ˈenəm,n. 枚举，列举型别；电话号码映射,
enumerators,,n. 枚举器；枚举成员；计数器（enumerator 的复数形式）,
envision,ɪnˈvɪʒ(ə)n,v. 想象，预想,TOEFL
ephemeral,ɪˈfemərəl,adj. 短暂的；（主指植物）短生的，短命的,TOEFL
equal,ˈiːkwəl,adj. （在数量、大小、程度、价值方面）相等的，相同的；平等的，同等的；胜任的，合适的；势均力敌的,高中
equality,iˈkwɑːləti,n. 均等，平等；等式,高中
equality operator,,[计] 相同运算符,
equation,ɪˈkweɪʒ(ə)n,n. 等式，方程（式）；等同（看待）；（必须考虑多种因素的）复杂局面（或问题）,CET6
equivalence,ɪˈkwɪvələns,n. 相等，对等,CET4
equivalent,ɪˈkwɪvələnt,adj. 等同的，等效的,高中
error log,,错误日志：记录软件或系统中发生的错误、异常或警告的文件或记录。,
escalate,ˈeskəleɪt,v. （使）变得严重，（使）升级；迅速增加，迅速增长；逐步增强，逐步升高,CET6
escape character,,转义字符：计算机和电信领域中的一个术语，指的是一个特殊的元字符，通常是一个控制码，用于表示其后的字符具有另一种解释。,
escape code,,转义码,
essential,ɪˈsenʃ(ə)l,adj. 必不可少的，非常重要的；基本的，精髓的；（氨基酸、脂肪酸）必需的；（疾病）自发的，原发的,高中
estimate,ˈestɪmət; ˈestɪmeɪt,v. 估计；判断，评价,高中
eternity,ɪˈtɜːrnəti,n. 无穷无尽的时间；永恒，永久；永生；未来，来世；死,CET4
evade,ɪˈveɪd,v. 规避，逃避；难倒，使困惑；未能（被某人）获得；（尤指违法犯罪后）逃脱，躲开（追捕）,CET6
evaluate,ɪˈvæljueɪt,v. 评价，评估，估值；求（方程式，公式，函数）的数值,高中
evaluation,ɪˌvæljuˈeɪʃ(ə)n,n. 评价，评估,高中
evaluator,"ɪˈvæljʊeɪtə
",n. 评估员；[电子] 鉴别器；求值程序,商务英语
event,ɪˈvent,n. 事件，大事；社交场合，既定活动；赛事，比赛项目；<古>结果,高中
event driven,ɪˈvent ˈdrɪvn,事件驱动：一种编程范式，其中程序的执行是由事件的发生和处理驱动的。事件可以是用户的输入、系统的状态变化或者其他外部触发的动作。,
event handler,,事件处理程序：在计算机编程中，处理事件的方法或子程序。,
ever,ˈevər,adv. 曾经，从来，在任何时候；一直，始终；越来越，愈发；究竟，到底；非常，确实,初中
evidence,ˈevɪdəns,n. 根据，证明；（呈上法庭的）证据，证词；迹象，痕迹,高中
evolution,ˌevəˈluːʃ(ə)n,n. 进化（论）；演变，发展；（气体的）释放，（热量的）散发；队形变换，位置变换；<旧>开方,高中
evolutionary,ˌevəˈluːʃəneri,adj. 进化论的，进化的；演变的，逐步发展的,CET4
evolve,ɪˈvɑːlv,v. 进化，演化；逐步发展，逐渐演变,高中
exact,ɪɡˈzækt,adj. 确切的，精确的；严谨的，一丝不苟的；精密的，严密的,高中
exception,ɪkˈsepʃn,n. 例外，除外,高中
exception handling,ɪkˈsepʃn ˈhændlɪŋ,异常处理：在计算机编程中，指程序在运行过程中遇到错误或异常情况时，采取的相应处理措施。,
exceptionally,ɪkˈsepʃənəli,adv. 极其，非常；只有在特殊情况下，例外地,
exception-safe,,adj．异常安全：在计算机编程中，指代码在遇到异常时能够保持程序的正确性和稳定性。,
excerpt,ekˈsɜːrpt,n. 摘录，节选,CET6
excessive,ɪkˈsesɪv,adj. 过度的，过多的,高中
exclamation mark,,感叹号：一种标点符号，用于在感叹词或感叹句之后表示强烈的表达或强烈的情感。,
exclusive,ɪkˈskluːsɪv,adj. 独有的，专用的；高档的，昂贵的；不含……的；排外的；排斥的；全部的；唯一关心的；（新闻或报道）独家的；（条款）除外责任的；高级的，昂贵的,CET4
execution,ˌeksɪˈkjuːʃ(ə)n,n. 执行，实施，完成；处决，死刑；表演，制作；政治谋杀；没收债务人财产，扣押债务人；（法律文书或命令的）执行,CET4
exercise,ˈeksərsaɪz,n. 运动，锻炼；（一套）动作，体操；练习，演练；运用；活动，任务；典礼；宗教仪式，礼拜,初中
exhibit,ɪɡˈzɪbɪt,v. 表现出；卖弄，炫耀；提出（证据等）；展览，展出,高中
exit,ˈeksɪt,n. 出口，通道，太平门；（车辆驶出公路的）出路；离去；退出；<文>去世，死亡,高中
expedient,ɪkˈspiːdiənt,adj. 权宜的；方便的；有利的,TOEFL
expel,ɪkˈspel,v. 把……开除（或除名）；驱逐；排出（空气、水、气体等）,CET4
expenditure,ɪkˈspendɪtʃər,n. 经费，支出额；（时间、金钱、精力等的）消耗，花费,CET4
experimental,ɪkˌsperɪˈment(ə)l,adj. 实验性的，试验性的；<古>根据经验的，经验上的,CET4
explanatory,ɪkˈsplænətɔːri,adj. 解释的，说明的,CET4
explicit,ɪkˈsplɪsɪt,adj. 清楚明白的，明确的，详述的；直截了当的，坦率的；赤裸裸表现性爱（或暴力）的，露骨的,高中
explicit transaction,,显式事务,
exploit,ɪkˈsplɔɪt,v. 剥削，压榨；利用（……为自己谋利）；运用，发挥；开发，开拓,高中
exponent,ɪkˈspoʊnənt,n. 拥护者，倡导者；代表人物；指数，幂；大师，行家；成分；说明者，说明物,CET6
exponentiation,ˌekspoʊˌnenʃɪˈeɪʃn,n. [数] 取幂，求幂；乘方,
export,ɪkˈspɔːrt; ˈekspɔːrt,v. 出口；传播，输出；（在计算机中）导出，输出,高中
expose,ɪkˈspoʊz,v. 暴露，使显露；使面临，使遭受（危险或不快）；揭露，揭发；接触，体验；露出，显露（感情）；使（胶卷）曝光；当众暴露自己的性器官，露阴（expose oneself）；弃（婴孩）于户外让其死去,高中
exposition,ˌekspəˈzɪʃ(ə)n,n. 解释，阐述；展览会，博览会；（奏鸣曲等的）呈示部；暴露，揭露,CET6
expound,ɪkˈspaʊnd,v. 详解，阐述；解释（文学作品，教义作品）的意思,GRE
express,ɪkˈspres,v. 表达，表露；表现，体现；（用数学方法）表示；压榨，挤压出（空气或液体）；特快发运,初中
expression,ɪkˈspreʃ(ə)n,n. 表达，表示；表情，神情；（表演、歌唱或演奏时的）情感表现；词语，措词；式，表达式；挤压,高中
extend,ɪkˈstend,v. 延伸；扩大，延长；持续；包括，波及；提供，表示；伸出；使竭尽全力；对……估价；继承（面向对象语言中的一种概念）,高中
extensibility,ɪkˌstensəˈbɪlətɪ,n. 展开性；可延长性,
extension,ɪkˈstenʃ(ə)n,n. 延伸，扩展；展期，延长期；扩建部分，延伸部分；（电话）分机；扩展名；（为非全日制学生开设的）进修部；牵伸（术）；外延；广延（性）,高中
extensive,ɪkˈstensɪv,adj. 广阔的；广泛的；巨大的，大量的；（农业）粗放（经营）的,高中
external,ɪkˈstɜːrn(ə)l,adj. 外部的，外面的；对外的，与外国有关的；外来的，外聘的；（药品等类似物质）外用的,高中
extract,ˈekstrækt; ɪkˈstrækt,n. 选段，引文；提取物，汁,CET6
faceted search,,多维搜索：一种允许用户通过多个筛选条件对搜索结果进行筛选的搜索技术，以便更快速地找到所需信息。,
facilitate,fəˈsɪlɪteɪt,v. 使更容易，使便利；促进，推动,高中
factor,ˈfæktər,n. 因素，要素；等级，系数；因数，因子；遗传因子，基因；（血液中的）凝血因子；代理公司，代理商；<苏格兰>地产管理人，管家；测量水平,高中
fail,feɪl,v. 失败；未能做到，未能做；辜负，使失望；不及格，未能通过；出故障，失灵；衰弱，衰退；破产，倒闭；歉收；不下雨，下雨少；忘记,初中
failback,,出故障时自动恢复,
failover,,n. （计算机）故障切换；失效备援（为系统备援能力的一种，当系统中其中一项设备失效而无法运作时，另一项设备即可自动接手原失效系统所执行的工作）,
fair,fer,adj. 公平的；合理的，公正的；相当好的；（数量、大小）相当大的；浅色的，（肤色）白皙的，（头发）金色的；晴朗的；顺风的；普通的；美丽的；界内的；<旧>（手段，方法）温和的，非暴力的；<旧>（言语，谈话，许诺）花言巧语的,初中
faith,feɪθ,n. 信任，信心，信念；宗教；宗教信仰；忠诚,高中
false positive,,假阳性：在检测或诊断过程中，错误地将不存在的问题或病状判断为存在的现象。,
fascinate,ˈfæsɪneɪt,v. <旧>（尤指蛇）以眼神震慑（人，动物），使无法动弹；深深吸引，迷住,高中
fat client,,胖型客户机,
fault tolerance,,容错性：与计算机或程序相关的具有自包含备份系统的设备或程序，当主要组件发生故障时，可以继续运行的能力。,
feature,ˈfiːtʃər,n. 特点，特征；五官，面貌（特征）；地貌；特写，专题节目；正片； 特点，特征,初中
federation,ˌfedəˈreɪʃ(ə)n,n. 联邦政府，联邦；联合会；结成联邦（或联盟）,CET4
fetch,fetʃ,v. （去）拿来，（去）找来；售得，卖得；推导出，演绎出；吸引，迷住；抵达，到达；<非正式>给（某人）以（重重的一击或一巴掌）,初中
fiction,ˈfɪkʃ(ə)n,n. 小说；虚构的事，谎言；杜撰，编造,初中
field,fiːld,n. 田地，田野；专业，领域；（尤指为比赛或体育运动划出的）场地；战场；现场，实地；信息栏，字段；视野；场；全体参赛运动员（或动物）；矿田（尤指油田或气田）；语义场；外场员，防守队；盾面，底；单色旗底；<古>战斗，战役,初中
field length,fiːld leŋkθ,场长度；段长度；组长度；[计] 字段长度,
file,faɪl,n. 文件夹（或箱、柜等）；（计算机的）文档；档案；纵列；锉刀；（与某政策领域相关的）议题，职责,高中
filter,ˈfɪltər,n. 过滤器；滤光器，滤声器，滤波器；过滤程序，过滤软件；（指示车辆转弯的）分流指示灯,CET4
finalization,ˌfaɪnələˈzeɪʃn,n. 终结，结束；终止化,
finalizer,,n. 终结器；定稿人；终止化器,
finely,ˈfaɪnli,adv. 微小地，细微地；精致地，精确地；精美地，优雅地；（形势或比赛等）不明朗地，难分伯仲地,
finite,ˈfaɪnaɪt,adj. 有限的，有限制的；限定的,CET6
firewall,ˈfaɪərwɔːl,n. 防火墙,
fix,fɪks,v. 修理，维修；确定（时间、地点、价格等）；安排，组织；处理，解决（问题等）；固定，安装；盯住，凝视；（注意力）集中在，专心考虑；牢记，铭记；把（枪、相机、雷达）对准（或瞄准、指向）；在（比赛、竞选等活动中）作弊，操纵；梳洗，整理；<非正式>提供，准备（尤指食物）；<非正式>惩罚，收拾；固着（颜色），定（影）；<非正式>阉割（动物）；<俚>注射毒品；<非正式>为（某人）介绍（男友或女友）,初中
flag,flæɡ,n. 旗帜；国旗；信号旗，标志旗；菖蒲，鸢尾；铺路用的厚石板（多为矩形或正方形）；（在街上慈善捐赠后获得的）小纸徽；（用作标志的）旗状装置（或符号、图画）；出租车空车显示器；特征位；旗舰,初中
flash memory,ˈflæʃ meməri,闪存：一种可重写的存储芯片，它可以在没有电源供应的情况下保留数据。,
flavor,ˈfleɪvər,n. 情味，风味；香料；滋味,CET4
flesh,fleʃ,n. （人或动物的）肉；（人体的）皮肤；果肉；肉体,高中
flow,floʊ,v. 流动，流淌；（人，物）涌向，涌进；顺畅地移动；持续抵达，持续供应（或生产）；（信息）传播，（资金）流通；飘垂，飘拂；强烈感到；（说话或思想）流畅；引发，来自；充满，满是；大量喝，畅饮；涨潮；永久性变形；<非正式>来月经,高中
flush,flʌʃ,v. （人的皮肤或脸）发红（尤指因病或激动）；冲洗（抽水马桶），（抽水马桶）被冲洗；（用水或其他液体）冲洗；（用液体）冲走；把（猎鸟，动物）赶出隐藏地，使暴露；（使）发光；使（液体）流过；（植物）绽出新芽；嵌平（接合处）,CET6
folding,ˈfoʊldɪŋ,adj. 可折叠的,初中
follow,ˈfɑːloʊ,v. 跟着，跟随；尾随，跟踪；（时间、空间或顺序）排在……后；遵循，听从；仿效，追随；循着，沿着（道路、标志等）；沿着……伸延，与……平行；理解，明白；可以推断出，由此得出；有浓厚兴趣，密切关注；信奉，信仰；以……为原型，讲述……的故事；沿袭，继承；跟唱，跟读；从事（行业、职业）；（欣赏节目的同时）对照看（脚本或乐谱）,初中
font,fɑːnt,n. （教堂中的）洗礼盆，圣水盆；（油灯的）盛油罐；根源，来源；（用于印刷书籍、报纸等或显示于计算机屏幕上的）字体，字型（=fount）,
footprint,ˈfʊtprɪnt,n. 脚印，足迹；占用空间；覆盖区,CET4
for instance,,例如：用于引出一个具体的例子来支持或解释前面所说的内容。,IELTS
foreign key,,外键：关系型数据库中的一个概念，指一个表中的一个或多个字段，它们的值必须在另一个表中的主键中存在，以确保数据的完整性和一致性。,
forger,ˈfɔːrdʒər,n. 铁匠；伪造者,GRE
form,fɔːrm,v. （使）出现；（使）（关系、习惯或想法）形成；构成，是……的组成部分；陶冶，培养；组织，建立,初中
formal,ˈfɔːrm(ə)l,adj. 庄重的，合乎礼仪的；（语言）正式的，规范的；合法的；整齐的，布置井然的；正统的，拘谨的；（教育或培训）正规的；形式上的，表面的；官方的，公开的,高中
formal parameter,,形式参数：编程中期望传递给方法或函数的参数的抽象表示，通常包括名称和类型。,
formality,fɔːrˈmæləti,n. （性质）正式，正式性；遵守礼节；例行公事；礼节，正式手续,CET4
formalize,ˈfɔːrməlaɪz,vt. 使形式化；使正式；拘泥礼仪,GRE
formulation,ˌfɔːrmjuˈleɪʃ(ə)n,n. （政策、计划等的）制定，构想；（想法的）阐述方式，表达方法；（药品或化妆品的）配方，配方产品,CET4
forward,ˈfɔːrwərd,adv. 向前；在船头，朝飞机头部；按顺序地；有进展地，前进地；向将来，往后；提前；（钟表）往前（拨）；从……起，自……以来,初中
forward declaration,,前向声明：在编程中，一种声明变量或函数的方法，但不定义它们的具体实现。这样做的目的是让编译器知道这些变量或函数的存在，以便在其他地方使用它们。,
forward-only,,只向前的,
forward-only cursor,,只向前游标，只进游标,
foster,ˈfɑːstər,v. 促进，培养；领养，收养,高中
framework,ˈfreɪmwɜːrk,n. (建筑物或物体的）构架，结构；参照标准，准则；(社会、法律、政治等）框架,高中
free from,friː frəm,摆脱某些不愉快的事物，帮助或改善某人的生活,
full specialization,,完全特化,
function,ˈfʌŋkʃ(ə)n,n. 功能，职责；宴会，典礼；函数，应变量；由其他事情造成的结果；子例行程序，子例程；官能团，功能团,高中
function object,,函数对象,
function template,,函数模板，函数样板,
functionality,ˌfʌŋkʃəˈnæləti,n. 功能；[数] 泛函性，函数性,
functor,ˈfʌŋktər,n. [数] 函子（起作用的东西）；功能词；[自] 功能元件,
furthermore,ˌfɜːrðərˈmɔːr,adv. 此外，而且,高中
fuzz,fʌz,n. 绒毛；模糊；细毛；警员,
GAC,,abbr. 加拿大地质协会（Geological Association of Canada）；全局程序集缓存（Global Assembly Cache）；中华人民共和国海关总署（The Ministry of Foreign Trade and Economic Cooperation（MOFTEC）and the General Administration of Customs）,
game,ɡeɪm,n. 游戏，比赛；一局，一场；运动会；体育课，体育活动；儿戏；诡计，花招；猎物，野味；行当，行业；玩耍，消遣；比赛技巧,初中
garbled,ˈɡɑːrb(ə)ld,adj. 篡改的；混乱的；引起误解的,GRE
gaussian,ˈgaʊsiən,adj. 高斯的,
gene,dʒiːn,n. 基因，遗传因子,CET4
generate,ˈdʒenəreɪt,v. 产生，引起,高中
generation,ˌdʒenəˈreɪʃ(ə)n,n. 一代（人）；一代人的时间；（产品发展的）代；产生,高中
generic,dʒəˈnerɪk,adj. 一般的，通用的；（货物，尤指药品）没有牌子的，无商标的；属的，类的；（生）属的，类的,IELTS
generic algorithm,dʒəˈnerɪk ˈælɡərɪðəm,n. 泛型算法；通用算法,
genericity,,泛型,
get rid of,,摆脱：采取某种行动，以便不再拥有或受到（不需要的人或事物）的影响或困扰。,
getter,ˈɡetər,n. 吸气剂；获得者；毒饵,
global,ˈɡloʊb(ə)l,adj. 全球的，全世界的；全面的，整体的；（计算机）全局的；球形的,高中
global object,,全局对象,
glossary,ˈɡlɑːsəri,n. 词汇表，术语表；专门词典,CET6
grained,ɡreɪnd,adj. 有木纹的；除去毛的；漆成木纹的,高中
grant,ɡrænt,v. 授予，给予；承认,高中
granular,ˈɡrænjələr,adj. 颗粒的；粒状的,IELTS
granularity,ˈɡrænjʊˈlerəti,n. 间隔尺寸，[岩] 粒度,
graph,ɡræf,n. 图表，曲线图；坐标图；代表声音单位（或其他言语特征）的书写符号,高中
greater than,,大于：表示一个数值或数量比另一个数值或数量大。,
greedy,ˈɡriːdi,adj. 贪婪的，贪心的；贪吃的，嘴馋的；渴望的,高中
group,ɡruːp,n. 集体，团体；组，群；集团；乐团，乐队；空军大队（通常由两个或两个以上的基地组成）；（元素周期表中的）族；（系统语法中的）词组；原子团,初中
group box,,分组框：一个矩形控件，可以包含其他控件，用于在视觉上对相似项目进行分组。,
GUI,ˈɡuːiˌˌdʒiː juː ˈaɪ,abbr. 图形用户界面（Graphical User Interface）,
GUID,,abbr. 全局唯一标识符（Globally Unique Identifier）,
guideline,ˈɡaɪdlaɪn,n. 指导方针，准则；参考,高中
halt,hɔːlt,v. （使）停止行进；阻止，中断；（口令）立定；跛行；（尤指逻辑或诗韵）有缺陷；踌躇，犹豫,CET4
hand shaking,hænd ˈʃeɪkɪŋ,握手：一种短暂的礼节，通常在会议、离开、祝贺或达成一致时进行，用于表达信任、协调和平等。,
handle,ˈhænd(ə)l,v. 拿；处理，应付；操纵；触（球）；经营，管理,高中
handler,ˈhændlər,n. 处理者；管理者；拳击教练；（犬马等的）训练者,
hard disk,,硬盘：一种刚性金属盘，上面涂有磁性材料，可以用来存储计算机的数据，也称为硬盘驱动器。,
hard-coded,,硬编码,
hard-copy,ˌhɑːrd ˈkɑːpi,adj. 硬拷贝的,
hardness,ˈhɑːrdnəs,n. [物] 硬度；坚硬；困难；冷酷,
hardware,ˈhɑːrdwer,n. （计算机）硬件；五金制品；装备，设备,CET4
harness,ˈhɑːrnɪs,v. 控制并利用；（把动物）拴在一起（或拴到某物上）；给（马）套上挽具；连接，串联,CET4
hash table,hæʃ ˈteɪbl,哈希表：一种以向量形式实现的关联数组，其中索引是通过将哈希函数应用于键得到的结果。,
header file,,头文件：在编程中通常以源代码形式存在的文件，由编译器自动包含在另一个源文件中的文件。它包含声明但不包含实现。,
heap,hiːp,n. （凌乱的）一堆；许多，大量；<非正式>破旧的汽车，老爷车,CET4
hefty,ˈhefti,adj. 高大健壮的，笨重的；（数目，数量）相当大的；有力的，用力的,GRE
hence,hens,adv. 因此；之后,高中
henceforth,ˌhensˈfɔːrθ,adv. 从此之后,CET6
heterogeneous,ˌhetərəˈdʒiːniəs,adj. 有很多种类组成的；（化）不均一的，多相的；（数）不纯一的，参差的,GRE
hexadecimal,ˌheksəˈdesɪml,adj. 十六进制的,
hierarchical,ˌhaɪəˈrɑːrkɪkl,adj. 分等级的，等级制度的,CET6
hierarchical data,,层次数据,
